name,mainaddressline,postcode,areaname2,areaname1,annual_sales,geometry,iso_5walk,iso_10walk
CARREFOUR EXPRESS PADRE XIFRÉ,CALLE DEL PADRE XIFRÉ É 3,28002,MADRID,COMUNIDAD DE MADRID,22.19337908588367,POINT (-3.672816000000001 40.4398334),"MULTIPOLYGON (((-3.6750126 40.4408455, -3.6747551 40.4411888, -3.6740685 40.4418755, -3.6735535 40.4420471, -3.6730385 40.4418755, -3.6726952 40.4415321, -3.6723518 40.4415321, -3.6720085 40.4418755, -3.6714935 40.4420471, -3.6701202 40.4420471, -3.6696053 40.4418755, -3.6694336 40.4413605, -3.6694336 40.4406738, -3.6696053 40.4401588, -3.6702919 40.4394722, -3.6708069 40.4393005, -3.6714935 40.4393005, -3.6720085 40.4391289, -3.6723518 40.4387856, -3.6728668 40.4386139, -3.6735535 40.4386139, -3.6740685 40.4387856, -3.6744118 40.4391289, -3.6754417 40.4394722, -3.6756134 40.4399872, -3.6755276 40.4405022, -3.6750126 40.4408455)))","MULTIPOLYGON (((-3.6777592 40.4408455, -3.6776733 40.4413605, -3.6776733 40.4420471, -3.6775017 40.4425621, -3.6764717 40.4429054, -3.6754417 40.4439354, -3.6750984 40.4439354, -3.6747551 40.4435921, -3.6744118 40.4435921, -3.6740685 40.4439354, -3.6735535 40.4441071, -3.6730385 40.4439354, -3.6726952 40.4435921, -3.6723518 40.4435921, -3.6720085 40.4439354, -3.6714935 40.4441071, -3.6687469 40.4441071, -3.668232 40.4439354, -3.6678886 40.4435921, -3.6668587 40.4432487, -3.666687 40.4427338, -3.666687 40.4420471, -3.6668587 40.4415321, -3.6675453 40.4408455, -3.6685753 40.4405022, -3.6696053 40.4394722, -3.6706352 40.4391289, -3.6713219 40.4384422, -3.6713219 40.4380989, -3.6702919 40.4370689, -3.6702919 40.4367256, -3.6708069 40.436554, -3.6742401 40.436554, -3.6747551 40.4367256, -3.6750984 40.4370689, -3.6756134 40.4372406, -3.6776733 40.4372406, -3.6781883 40.4374123, -3.67836 40.4379272, -3.67836 40.4399872, -3.6782742 40.4405022, -3.6777592 40.4408455)))"
CARREFOUR EXPRESS PEZ 2,CALLE DEL MARQUÉS DE SANTA ANA 24,28004,MADRID,COMUNIDAD DE MADRID,15.520886184946455,POINT (-3.705614 40.42391),"MULTIPOLYGON (((-3.7072849 40.4257393, -3.7070274 40.4260826, -3.7065125 40.4262543, -3.7044525 40.4262543, -3.7039375 40.4260826, -3.7035942 40.4257393, -3.7025642 40.425396, -3.7025642 40.4250526, -3.7029076 40.4247093, -3.7029076 40.424366, -3.7025642 40.4240227, -3.7023926 40.4235077, -3.7025642 40.4229927, -3.7032509 40.4223061, -3.7037659 40.4221344, -3.7044525 40.4221344, -3.7049675 40.4219627, -3.7053108 40.4216194, -3.7058258 40.4214478, -3.7063408 40.4216194, -3.7077141 40.4229927, -3.7078857 40.4235077, -3.7078857 40.424881, -3.7077999 40.425396, -3.7072849 40.4257393)))","MULTIPOLYGON (((-3.7112331 40.4262543, -3.7106323 40.4262543, -3.7101173 40.4264259, -3.709774 40.4267693, -3.709259 40.4269409, -3.7085724 40.4269409, -3.7080574 40.4271126, -3.7077141 40.4274559, -3.7066841 40.4277992, -3.7063408 40.4281425, -3.7059975 40.4281425, -3.7056541 40.4277992, -3.7051392 40.4276276, -3.7046242 40.4277992, -3.7042809 40.4281425, -3.7037659 40.4283142, -3.7032509 40.4281425, -3.7022209 40.4271126, -3.7011909 40.4267693, -3.7005043 40.4260826, -3.7003326 40.4255676, -3.7003326 40.4235077, -3.7005043 40.4229927, -3.7008476 40.4229927, -3.7011909 40.423336, -3.7015343 40.423336, -3.7017059 40.422821, -3.7015343 40.4223061, -3.7011909 40.4219627, -3.7010193 40.4214478, -3.7011909 40.4209328, -3.7022209 40.4205894, -3.7025642 40.4202461, -3.7035942 40.4199028, -3.7039375 40.4195595, -3.7042809 40.4195595, -3.7046242 40.4199028, -3.7049675 40.4199028, -3.7053108 40.4195595, -3.7056541 40.4195595, -3.7059975 40.4199028, -3.7070274 40.4202461, -3.7073708 40.4205894, -3.7077141 40.4205894, -3.7080574 40.4202461, -3.7084007 40.4202461, -3.708744 40.4212761, -3.709774 40.4216194, -3.7101173 40.4219627, -3.7106323 40.4221344, -3.711319 40.4221344, -3.711834 40.4223061, -3.7120056 40.422821, -3.7120056 40.4235077, -3.711834 40.4240227, -3.7114906 40.424366, -3.7114906 40.4247093, -3.711834 40.4250526, -3.7120056 40.4255676, -3.7119198 40.4260826, -3.7116623 40.4262543, -3.7112331 40.4262543)))"
CARREFOUR EXPRESS CC MODA SHOPPING,,28020,MADRID,COMUNIDAD DE MADRID,32.072254141332756,POINT (-3.692388 40.4514773),"MULTIPOLYGON (((-3.694067 40.4530334, -3.6934662 40.4530334, -3.6929512 40.4532051, -3.6926079 40.4535484, -3.6922646 40.4535484, -3.6919212 40.4532051, -3.6914063 40.4530334, -3.6907196 40.4530334, -3.6902046 40.4528618, -3.689518 40.4521751, -3.6893463 40.4516602, -3.689518 40.4511452, -3.6905479 40.4501152, -3.6908913 40.4490852, -3.6914063 40.4489136, -3.6927795 40.4489136, -3.6932945 40.4490852, -3.6946678 40.4504585, -3.6948395 40.4509735, -3.6948395 40.4523468, -3.6947536 40.4528618, -3.6944962 40.4530334, -3.694067 40.4530334)))","MULTIPOLYGON (((-3.6975002 40.4530334, -3.6970711 40.4532051, -3.6960411 40.4542351, -3.6955261 40.4544067, -3.6948395 40.4544067, -3.6943245 40.4545784, -3.6939812 40.4556084, -3.6929512 40.4559517, -3.6926079 40.456295, -3.6920929 40.4564667, -3.6907196 40.4564667, -3.6902046 40.456295, -3.6898613 40.455265, -3.6888313 40.4542351, -3.6886597 40.4537201, -3.6888313 40.4532051, -3.6891747 40.4528618, -3.6891747 40.4525185, -3.6886597 40.4523468, -3.6865997 40.4523468, -3.6860847 40.4521751, -3.6860847 40.4518318, -3.6865997 40.4516602, -3.6872864 40.4516602, -3.6878014 40.4514885, -3.6878014 40.4511452, -3.687458 40.4508018, -3.6872864 40.4502869, -3.687458 40.4497719, -3.6881447 40.4490852, -3.688488 40.4490852, -3.689518 40.4501152, -3.6898613 40.4501152, -3.690033 40.4496002, -3.690033 40.4489136, -3.6902046 40.4483986, -3.6905479 40.4480553, -3.6908913 40.4470253, -3.6915779 40.4463387, -3.6919212 40.4463387, -3.6922646 40.446682, -3.6927795 40.4468536, -3.6934662 40.4468536, -3.6939812 40.4470253, -3.6953545 40.4483986, -3.6955261 40.4489136, -3.6955261 40.4496002, -3.6956978 40.4501152, -3.6967278 40.4504585, -3.6970711 40.4514885, -3.698101 40.4525185, -3.6981869 40.4528618, -3.6979294 40.4530334, -3.6975002 40.4530334)))"
CARREFOUR EXPRESS CEA BERMÚDEZ 3,CALLE DE CEA BERMÚDEZ 53,28003,MADRID,COMUNIDAD DE MADRID,23.530807451531242,POINT (-3.7147765 40.4388862),"MULTIPOLYGON (((-3.7174129 40.4399872, -3.7169838 40.4401588, -3.7159538 40.4411888, -3.7154388 40.4413605, -3.7140656 40.4413605, -3.7135506 40.4411888, -3.7132072 40.4408455, -3.7121773 40.4405022, -3.7114906 40.4398155, -3.711319 40.4393005, -3.7114906 40.4387856, -3.7120056 40.4386139, -3.7126923 40.4386139, -3.7132072 40.4384422, -3.7135506 40.4374123, -3.7140656 40.4372406, -3.7161255 40.4372406, -3.7166405 40.4374123, -3.7169838 40.4384422, -3.7173271 40.4384422, -3.7176704 40.4380989, -3.7180138 40.4380989, -3.7181854 40.4386139, -3.7181854 40.4393005, -3.7180996 40.4398155, -3.7178421 40.4399872, -3.7174129 40.4399872)))","MULTIPOLYGON (((-3.7201595 40.4399872, -3.7197304 40.4401588, -3.7190437 40.4408455, -3.7190437 40.4411888, -3.7193871 40.4415321, -3.7195587 40.4420471, -3.7193871 40.4425621, -3.7188721 40.4427338, -3.7183571 40.4425621, -3.7180138 40.4415321, -3.7176704 40.4415321, -3.7173271 40.4418755, -3.7162971 40.4422188, -3.7159538 40.4432487, -3.7154388 40.4434204, -3.7149239 40.4432487, -3.7145805 40.4429054, -3.7140656 40.4427338, -3.7133789 40.4427338, -3.7128639 40.4429054, -3.7125206 40.4432487, -3.7121773 40.4432487, -3.711834 40.4422188, -3.710804 40.4418755, -3.710804 40.4415321, -3.7111473 40.4411888, -3.7111473 40.4408455, -3.7106323 40.4406738, -3.7099457 40.4406738, -3.7094307 40.4408455, -3.7090874 40.4411888, -3.7085724 40.4413605, -3.7080574 40.4411888, -3.7078857 40.4406738, -3.7080574 40.4401588, -3.7090874 40.4398155, -3.7090874 40.4394722, -3.7085724 40.4393005, -3.7078857 40.4393005, -3.7073708 40.4391289, -3.7073708 40.4387856, -3.7078857 40.4386139, -3.7085724 40.4386139, -3.7090874 40.4384422, -3.7094307 40.4374123, -3.7099457 40.4372406, -3.7120056 40.4372406, -3.7125206 40.4370689, -3.7126923 40.436554, -3.7126923 40.4351807, -3.7128639 40.4346657, -3.7132072 40.4346657, -3.7135506 40.435009, -3.7138939 40.435009, -3.7142372 40.433979, -3.7147522 40.4338074, -3.7154388 40.4338074, -3.7159538 40.433979, -3.7162971 40.435009, -3.7169838 40.4356956, -3.7173271 40.4356956, -3.7176704 40.4353523, -3.7181854 40.4351807, -3.7187004 40.4353523, -3.7190437 40.4363823, -3.7195587 40.436554, -3.7202454 40.436554, -3.7207603 40.4367256, -3.720932 40.4372406, -3.720932 40.4393005, -3.7208462 40.4398155, -3.7205887 40.4399872, -3.7201595 40.4399872)))"
CARREFOUR EXPRESS CAMPEZO,CALLE DE DEYANIRA 14,28022,MADRID,COMUNIDAD DE MADRID,16.001113858041258,POINT (-3.583818 40.442838),"MULTIPOLYGON (((-3.5864353 40.4435921, -3.5861778 40.4439354, -3.5856628 40.4441071, -3.5851479 40.4439354, -3.5848045 40.4435921, -3.5844612 40.4435921, -3.5841179 40.444622, -3.5836029 40.4447937, -3.5829163 40.4447937, -3.5824013 40.444622, -3.582058 40.4435921, -3.581028 40.4425621, -3.5808563 40.4420471, -3.581028 40.4415321, -3.581543 40.4413605, -3.5822296 40.4413605, -3.5827446 40.4411888, -3.5830879 40.4408455, -3.5836029 40.4406738, -3.5841179 40.4408455, -3.5844612 40.4411888, -3.5849762 40.4413605, -3.5856628 40.4413605, -3.5861778 40.4415321, -3.5865211 40.4425621, -3.5868645 40.4429054, -3.5869503 40.4432487, -3.5864353 40.4435921)))","MULTIPOLYGON (((-3.5903835 40.4441071, -3.5897827 40.4441071, -3.5892677 40.4442787, -3.5885811 40.4449654, -3.5882378 40.4459953, -3.5877228 40.446167, -3.5863495 40.446167, -3.5858345 40.4463387, -3.5854912 40.446682, -3.5849762 40.4468536, -3.5844612 40.446682, -3.5841179 40.4463387, -3.5836029 40.446167, -3.5830879 40.4463387, -3.5827446 40.446682, -3.5822296 40.4468536, -3.5817146 40.446682, -3.5813713 40.445652, -3.5808563 40.4454803, -3.579483 40.4454803, -3.578968 40.4453087, -3.5787964 40.4447937, -3.5787964 40.4441071, -3.578968 40.4435921, -3.5793114 40.4432487, -3.5796547 40.4422188, -3.5806847 40.4418755, -3.581028 40.4415321, -3.581543 40.4413605, -3.5822296 40.4413605, -3.5827446 40.4411888, -3.5829163 40.4406738, -3.5829163 40.4399872, -3.5827446 40.4394722, -3.5824013 40.4391289, -3.5822296 40.4386139, -3.5824013 40.4380989, -3.5829163 40.4379272, -3.5834312 40.4380989, -3.5837746 40.4391289, -3.5841179 40.4394722, -3.5842896 40.4399872, -3.5842896 40.4406738, -3.5844612 40.4411888, -3.5849762 40.4413605, -3.5856628 40.4413605, -3.5861778 40.4415321, -3.5865211 40.4425621, -3.5870361 40.4427338, -3.5904694 40.4427338, -3.5909843 40.4429054, -3.591156 40.4434204, -3.5910702 40.4439354, -3.5908127 40.4441071, -3.5903835 40.4441071)))"
CARREFOUR EXPRESS CAVANILLES,CALLE CAVANILLES PARTICULAR 27,28007,MADRID,COMUNIDAD DE MADRID,27.844299756837877,POINT (-3.675242 40.405882),"MULTIPOLYGON (((-3.6782742 40.4077148, -3.677845 40.4075432, -3.6775017 40.4071999, -3.6769867 40.4070282, -3.6764717 40.4071999, -3.6754417 40.4082298, -3.6750984 40.4082298, -3.6747551 40.4078865, -3.6742401 40.4077148, -3.6735535 40.4077148, -3.6730385 40.4075432, -3.6728668 40.4070282, -3.6730385 40.4065132, -3.6733818 40.4061699, -3.6733818 40.4058266, -3.6723518 40.4047966, -3.6721802 40.4042816, -3.6723518 40.4037666, -3.6726952 40.4037666, -3.6730385 40.40411, -3.6733818 40.40411, -3.6737251 40.4037666, -3.6742401 40.403595, -3.6756134 40.403595, -3.6761284 40.4034233, -3.6764717 40.40308, -3.676815 40.40308, -3.6769867 40.403595, -3.6769867 40.4042816, -3.6771584 40.4047966, -3.6775017 40.4051399, -3.6775017 40.4054832, -3.6771584 40.4058266, -3.6771584 40.4061699, -3.6776733 40.4063416, -3.67836 40.4063416, -3.678875 40.4065132, -3.6790466 40.4070282, -3.6789608 40.4075432, -3.6787033 40.4077148, -3.6782742 40.4077148)))","MULTIPOLYGON (((-3.6810207 40.4077148, -3.6805916 40.4078865, -3.6802483 40.4089165, -3.6797333 40.4090881, -3.6790466 40.4090881, -3.6785316 40.4092598, -3.6781883 40.4096031, -3.6776733 40.4097748, -3.6771584 40.4096031, -3.676815 40.4092598, -3.6763 40.4090881, -3.6756134 40.4090881, -3.6750984 40.4092598, -3.6747551 40.4096031, -3.6742401 40.4097748, -3.6735535 40.4097748, -3.6730385 40.4096031, -3.6726952 40.4092598, -3.6723518 40.4092598, -3.6720085 40.4096031, -3.6714935 40.4097748, -3.6709785 40.4096031, -3.6702919 40.4089165, -3.6702919 40.4085732, -3.6706352 40.4082298, -3.6706352 40.4078865, -3.6696053 40.4075432, -3.6694336 40.4070282, -3.6694336 40.4056549, -3.6696053 40.4051399, -3.6699486 40.4047966, -3.6699486 40.4044533, -3.6689186 40.40411, -3.6687469 40.403595, -3.6689186 40.40308, -3.6696053 40.4023933, -3.6699486 40.4023933, -3.6702919 40.4027367, -3.6706352 40.4027367, -3.6709785 40.4023933, -3.6714935 40.4022217, -3.6728668 40.4022217, -3.6733818 40.40205, -3.6737251 40.4017067, -3.6740685 40.4017067, -3.6744118 40.40205, -3.6749268 40.4022217, -3.6754417 40.40205, -3.6757851 40.4017067, -3.6763 40.401535, -3.67836 40.401535, -3.678875 40.4017067, -3.678875 40.40205, -3.6785316 40.4023933, -3.6785316 40.4027367, -3.6795616 40.40308, -3.6802483 40.4037666, -3.6802483 40.40411, -3.6792183 40.4051399, -3.6792183 40.4054832, -3.6802483 40.4058266, -3.6805916 40.4061699, -3.6816216 40.4065132, -3.6817932 40.4070282, -3.6817074 40.4075432, -3.6814499 40.4077148, -3.6810207 40.4077148)))"
CARREFOUR EXPRESS C/ SANTA ENGRACIA. 115,CALLE DE SANTA ENGRACIA 115,28010,MADRID,COMUNIDAD DE MADRID,24.202803866981917,POINT (-3.7003384 40.4380664),"MULTIPOLYGON (((-3.7023067 40.4393005, -3.7018776 40.4394722, -3.7017059 40.4399872, -3.7017059 40.4406738, -3.7015343 40.4411888, -3.7011909 40.4411888, -3.7005043 40.4405022, -3.700161 40.4394722, -3.6998177 40.4394722, -3.6994743 40.4398155, -3.699131 40.4398155, -3.6987877 40.4387856, -3.6982727 40.4386139, -3.6975861 40.4386139, -3.6970711 40.4384422, -3.6970711 40.4380989, -3.698101 40.4377556, -3.6984444 40.4367256, -3.6987877 40.4363823, -3.6987877 40.436039, -3.6984444 40.4356956, -3.6984444 40.4353523, -3.6989594 40.4351807, -3.6994743 40.4353523, -3.6998177 40.4363823, -3.700161 40.4367256, -3.7005043 40.4377556, -3.7010193 40.4379272, -3.7023926 40.4379272, -3.7029076 40.4380989, -3.7030792 40.4386139, -3.7029934 40.4391289, -3.7027359 40.4393005, -3.7023067 40.4393005)))","MULTIPOLYGON (((-3.7064266 40.4393005, -3.7059975 40.4394722, -3.7056541 40.4398155, -3.7051392 40.4399872, -3.7044525 40.4399872, -3.7039375 40.4398155, -3.7035942 40.4394722, -3.7030792 40.4393005, -3.7023926 40.4393005, -3.7018776 40.4394722, -3.7017059 40.4399872, -3.7017059 40.4406738, -3.7018776 40.4411888, -3.7022209 40.4415321, -3.7025642 40.4425621, -3.7029076 40.4429054, -3.7029076 40.4432487, -3.7023926 40.4434204, -3.7018776 40.4432487, -3.7015343 40.4429054, -3.7010193 40.4427338, -3.7003326 40.4427338, -3.6998177 40.4425621, -3.6994743 40.4422188, -3.6984444 40.4418755, -3.698101 40.4415321, -3.6970711 40.4411888, -3.6967278 40.4401588, -3.6956978 40.4398155, -3.6953545 40.4387856, -3.6943245 40.4384422, -3.6943245 40.4380989, -3.6953545 40.4377556, -3.6953545 40.4374123, -3.6943245 40.4370689, -3.6941528 40.436554, -3.6943245 40.436039, -3.6948395 40.4358673, -3.6955261 40.4358673, -3.6960411 40.4356956, -3.6963844 40.4346657, -3.6967278 40.4343224, -3.6970711 40.4332924, -3.6977577 40.4326057, -3.698101 40.4326057, -3.6984444 40.4329491, -3.6994743 40.4332924, -3.6998177 40.4336357, -3.7003326 40.4338074, -3.7010193 40.4338074, -3.7015343 40.433979, -3.7018776 40.435009, -3.7029076 40.4353523, -3.7032509 40.4363823, -3.7037659 40.436554, -3.7044525 40.436554, -3.7049675 40.4367256, -3.7070274 40.4387856, -3.7071133 40.4391289, -3.7068558 40.4393005, -3.7064266 40.4393005)))"
CARREFOUR EXPRESS ALAMEDA,CALLE DEL GOBERNADOR 12,28014,MADRID,COMUNIDAD DE MADRID,15.433907717370868,POINT (-3.694072 40.411554),"MULTIPOLYGON (((-3.6968136 40.4118347, -3.6963844 40.4120064, -3.6960411 40.4130363, -3.6955261 40.413208, -3.6934662 40.413208, -3.6929512 40.4130363, -3.6926079 40.4120064, -3.6922646 40.4116631, -3.6920929 40.4111481, -3.6920929 40.4097748, -3.6922646 40.4092598, -3.6927795 40.4090881, -3.6934662 40.4090881, -3.6939812 40.4092598, -3.6943245 40.4096031, -3.6948395 40.4097748, -3.6955261 40.4097748, -3.6960411 40.4099464, -3.6963844 40.4102898, -3.6974144 40.4106331, -3.6975861 40.4111481, -3.6975002 40.4116631, -3.6972427 40.4118347, -3.6968136 40.4118347)))","MULTIPOLYGON (((-3.6997318 40.412693, -3.699646 40.413208, -3.6994743 40.413723, -3.6987877 40.4144096, -3.6982727 40.4145813, -3.6968994 40.4145813, -3.6963844 40.414753, -3.6960411 40.4157829, -3.6955261 40.4159546, -3.6934662 40.4159546, -3.6929512 40.4157829, -3.6926079 40.414753, -3.6912346 40.4133797, -3.6902046 40.4130363, -3.690033 40.4125214, -3.690033 40.4118347, -3.6902046 40.4113197, -3.6907196 40.4111481, -3.6914063 40.4111481, -3.6919212 40.4109764, -3.6919212 40.4106331, -3.689518 40.4082298, -3.689518 40.4078865, -3.690033 40.4077148, -3.6920929 40.4077148, -3.6926079 40.4075432, -3.6929512 40.4071999, -3.6932945 40.4071999, -3.6943245 40.4082298, -3.6948395 40.4084015, -3.6953545 40.4082298, -3.6963844 40.4071999, -3.6967278 40.4071999, -3.6968994 40.4077148, -3.6967278 40.4082298, -3.6963844 40.4085732, -3.6963844 40.4089165, -3.6968994 40.4090881, -3.6989594 40.4090881, -3.6994743 40.4092598, -3.699646 40.4097748, -3.6994743 40.4102898, -3.699131 40.4106331, -3.699131 40.4109764, -3.700161 40.4120064, -3.7002468 40.4123497, -3.6997318 40.412693)))"
CARREFOUR EXPRESS ZURBANO,CALLE DE ZURBANO 11,28010,MADRID,COMUNIDAD DE MADRID,29.157600981343105,POINT (-3.693771 40.428589),"MULTIPOLYGON (((-3.695612 40.4291725, -3.6955261 40.4296875, -3.6953545 40.4302025, -3.6943245 40.4305458, -3.6939812 40.4315758, -3.6934662 40.4317474, -3.6929512 40.4315758, -3.6922646 40.4308891, -3.6919212 40.4298592, -3.6915779 40.4295158, -3.6912346 40.4284859, -3.6908913 40.4281425, -3.6908913 40.4277992, -3.6915779 40.4271126, -3.6926079 40.4267693, -3.6936378 40.4257393, -3.6941528 40.4255676, -3.6946678 40.4257393, -3.6950111 40.4267693, -3.6960411 40.4271126, -3.6962128 40.4276276, -3.6962128 40.4283142, -3.6961269 40.4288292, -3.695612 40.4291725)))","MULTIPOLYGON (((-3.6990452 40.4291725, -3.6987877 40.4295158, -3.6984444 40.4298592, -3.698101 40.4308891, -3.6977577 40.4312325, -3.6974144 40.4322624, -3.6970711 40.4322624, -3.6967278 40.4312325, -3.6962128 40.4310608, -3.6956978 40.4312325, -3.6953545 40.4322624, -3.6946678 40.4329491, -3.6941528 40.4331207, -3.6927795 40.4331207, -3.6922646 40.4332924, -3.6919212 40.4336357, -3.6914063 40.4338074, -3.6908913 40.4336357, -3.6905479 40.4326057, -3.6902046 40.4322624, -3.6898613 40.4312325, -3.6893463 40.4310608, -3.6886597 40.4310608, -3.6881447 40.4308891, -3.6881447 40.4305458, -3.6891747 40.4302025, -3.6891747 40.4298592, -3.6888313 40.4295158, -3.688488 40.4284859, -3.687973 40.4283142, -3.6872864 40.4283142, -3.6867714 40.4281425, -3.6867714 40.4277992, -3.6872864 40.4276276, -3.687973 40.4276276, -3.688488 40.4274559, -3.6891747 40.4267693, -3.6893463 40.4262543, -3.6893463 40.4255676, -3.689518 40.4250526, -3.6902046 40.424366, -3.6907196 40.4241943, -3.6912346 40.424366, -3.6915779 40.4247093, -3.6919212 40.4247093, -3.6922646 40.424366, -3.6932945 40.4240227, -3.6936378 40.4236794, -3.6941528 40.4235077, -3.6962128 40.4235077, -3.6967278 40.4236794, -3.6968994 40.4241943, -3.6968994 40.424881, -3.6970711 40.425396, -3.698101 40.4257393, -3.6987877 40.4264259, -3.699131 40.4274559, -3.6994743 40.4277992, -3.699646 40.4283142, -3.6995602 40.4288292, -3.6990452 40.4291725)))"
CARREFOUR EXPRESS SANTA SUSANA,CALLE DE SANTA SUSANA 28,28033,MADRID,COMUNIDAD DE MADRID,21.804444001235634,POINT (-3.646866 40.478757),"MULTIPOLYGON (((-3.649435 40.479126, -3.6490059 40.4792976, -3.6486626 40.4803276, -3.6479759 40.4810143, -3.6474609 40.4811859, -3.646946 40.4810143, -3.644886 40.4789543, -3.6447144 40.4784393, -3.6447144 40.477066, -3.644886 40.4765511, -3.645916 40.4762077, -3.6462593 40.4758644, -3.6466026 40.4758644, -3.6476326 40.4768944, -3.6481476 40.477066, -3.6488342 40.477066, -3.6493492 40.4772377, -3.6500359 40.4779243, -3.6502075 40.4784393, -3.6501217 40.4789543, -3.6498642 40.479126, -3.649435 40.479126)))","MULTIPOLYGON (((-3.6530399 40.4772377, -3.6527824 40.477581, -3.6517525 40.4779243, -3.6517525 40.4782677, -3.6520958 40.478611, -3.6522675 40.479126, -3.6520958 40.479641, -3.6507225 40.4810143, -3.6502075 40.4811859, -3.6474609 40.4811859, -3.646946 40.4810143, -3.6466026 40.4806709, -3.6460876 40.4804993, -3.645401 40.4804993, -3.644886 40.4803276, -3.6445427 40.4799843, -3.6435127 40.479641, -3.6431694 40.478611, -3.6414528 40.4768944, -3.6414528 40.4765511, -3.6424828 40.4762077, -3.643856 40.4748344, -3.6441994 40.4738045, -3.6447144 40.4736328, -3.6452293 40.4738045, -3.6455727 40.4741478, -3.6460876 40.4743195, -3.6481476 40.4743195, -3.6486626 40.4744911, -3.6496925 40.4755211, -3.6502075 40.4756927, -3.6515808 40.4756927, -3.6520958 40.4758644, -3.6524391 40.4762077, -3.6534691 40.4765511, -3.6535549 40.4768944, -3.6530399 40.4772377)))"
CARREFOUR EXPRESS CARTAGENA,CALLE DE CARTAGENA 52,28028,MADRID,COMUNIDAD DE MADRID,22.397499652550362,POINT (-3.669873 40.43642),"MULTIPOLYGON (((-3.6720943 40.4386139, -3.6716652 40.4384422, -3.6706352 40.4374123, -3.6702919 40.4374123, -3.6699486 40.4377556, -3.6696053 40.4377556, -3.6692619 40.4374123, -3.6687469 40.4372406, -3.6673737 40.4372406, -3.6668587 40.4370689, -3.6668587 40.4367256, -3.667202 40.4363823, -3.6675453 40.4353523, -3.6685753 40.435009, -3.6702919 40.4332924, -3.6706352 40.4332924, -3.6720085 40.4346657, -3.6721802 40.4351807, -3.6721802 40.4358673, -3.6723518 40.4363823, -3.6726952 40.4367256, -3.6728668 40.4372406, -3.6728668 40.4379272, -3.672781 40.4384422, -3.6725235 40.4386139, -3.6720943 40.4386139)))","MULTIPOLYGON (((-3.6748409 40.4393005, -3.6744118 40.4394722, -3.6740685 40.4405022, -3.6737251 40.4405022, -3.6733818 40.4401588, -3.6728668 40.4399872, -3.6721802 40.4399872, -3.6716652 40.4398155, -3.6713219 40.4387856, -3.6708069 40.4386139, -3.6701202 40.4386139, -3.6696053 40.4387856, -3.6692619 40.4391289, -3.6687469 40.4393005, -3.6673737 40.4393005, -3.6668587 40.4391289, -3.6665154 40.4387856, -3.6660004 40.4386139, -3.6653137 40.4386139, -3.6647987 40.4384422, -3.6641121 40.4377556, -3.6641121 40.4374123, -3.6651421 40.4363823, -3.6653137 40.4358673, -3.6653137 40.4351807, -3.6654854 40.4346657, -3.6658287 40.4343224, -3.666172 40.4332924, -3.667202 40.4329491, -3.668232 40.4319191, -3.6687469 40.4317474, -3.6694336 40.4317474, -3.6699486 40.4315758, -3.6702919 40.4312325, -3.6708069 40.4310608, -3.6714935 40.4310608, -3.6720085 40.4312325, -3.6723518 40.4315758, -3.6728668 40.4317474, -3.6735535 40.4317474, -3.6740685 40.4319191, -3.6744118 40.4329491, -3.6754417 40.4332924, -3.6754417 40.4336357, -3.6750984 40.433979, -3.6750984 40.4343224, -3.6754417 40.4346657, -3.6754417 40.435009, -3.6750984 40.4353523, -3.6749268 40.4358673, -3.6749268 40.436554, -3.6750984 40.4370689, -3.6754417 40.4374123, -3.6756134 40.4379272, -3.6756134 40.4386139, -3.6755276 40.4391289, -3.6752701 40.4393005, -3.6748409 40.4393005)))"
