name,mainaddressline,postcode,areaname2,areaname1,annual_sales,geometry,iso_5walk,iso_10walk
CARREFOUR EXPRESS AVENIDA FERROL,AVENIDA DEL FERROL 1,28029,MADRID,COMUNIDAD DE MADRID,20.43290705358607,POINT (-3.703399 40.474415),"MULTIPOLYGON (((-3.7065983 40.4751778, -3.7063408 40.4755211, -3.7053108 40.4758644, -3.7042809 40.4768944, -3.7037659 40.477066, -3.7030792 40.477066, -3.7025642 40.4768944, -3.7015343 40.4758644, -3.7010193 40.4756927, -3.7003326 40.4756927, -3.6998177 40.4755211, -3.6998177 40.4751778, -3.7008476 40.4741478, -3.7010193 40.4736328, -3.7010193 40.4729462, -3.7011909 40.4724312, -3.7017059 40.4722595, -3.7044525 40.4722595, -3.7049675 40.4724312, -3.7059975 40.4734612, -3.7070274 40.4738045, -3.7071991 40.4743195, -3.7071133 40.4748344, -3.7065983 40.4751778)))","MULTIPOLYGON (((-3.7100315 40.4751778, -3.709774 40.4755211, -3.709259 40.4756927, -3.7085724 40.4756927, -3.7080574 40.4758644, -3.7078857 40.4763794, -3.7078857 40.477066, -3.7077141 40.477581, -3.7070274 40.4782677, -3.7065125 40.4784393, -3.7051392 40.4784393, -3.7046242 40.478611, -3.7046242 40.4789543, -3.7049675 40.4792976, -3.7049675 40.479641, -3.7044525 40.4798126, -3.7039375 40.479641, -3.7035942 40.4792976, -3.7030792 40.479126, -3.7023926 40.479126, -3.7018776 40.4789543, -3.7011909 40.4782677, -3.7010193 40.4777527, -3.7010193 40.477066, -3.7008476 40.4765511, -3.7003326 40.4763794, -3.6998177 40.4765511, -3.699646 40.477066, -3.699646 40.4777527, -3.6994743 40.4782677, -3.6989594 40.4784393, -3.6984444 40.4782677, -3.698101 40.4772377, -3.6977577 40.4768944, -3.6975861 40.4763794, -3.6975861 40.4756927, -3.6974144 40.4751778, -3.6970711 40.4748344, -3.6970711 40.4744911, -3.698101 40.4741478, -3.6987877 40.4734612, -3.6987877 40.4731178, -3.6984444 40.4727745, -3.6982727 40.4722595, -3.6984444 40.4717445, -3.699131 40.4710579, -3.699646 40.4708862, -3.700161 40.4710579, -3.7005043 40.4714012, -3.7008476 40.4714012, -3.7018776 40.4703712, -3.7023926 40.4701996, -3.7037659 40.4701996, -3.7042809 40.4703712, -3.7046242 40.4707146, -3.7051392 40.4708862, -3.7058258 40.4708862, -3.7063408 40.4710579, -3.7066841 40.4720879, -3.7071991 40.4722595, -3.7078857 40.4722595, -3.7084007 40.4724312, -3.708744 40.4727745, -3.709774 40.4731178, -3.7104607 40.4738045, -3.7106323 40.4743195, -3.7105465 40.4748344, -3.7100315 40.4751778)))"
CARREFOUR EXPRESS JUAN BRAVO,CALLE DE JUAN BRAVO 34,28006,MADRID,COMUNIDAD DE MADRID,30.754150318187214,POINT (-3.678768 40.432481),"MULTIPOLYGON (((-3.6817074 40.4331207, -3.6804199 40.4331207, -3.6799049 40.4332924, -3.6797333 40.4338074, -3.6797333 40.434494, -3.6795616 40.435009, -3.6792183 40.435009, -3.678875 40.4346657, -3.6785316 40.4346657, -3.6781883 40.435009, -3.677845 40.435009, -3.6776733 40.434494, -3.6776733 40.4338074, -3.6775017 40.4332924, -3.6769867 40.4331207, -3.6756134 40.4331207, -3.6750984 40.4329491, -3.6749268 40.4324341, -3.6750984 40.4319191, -3.6756134 40.4317474, -3.6769867 40.4317474, -3.6775017 40.4315758, -3.677845 40.4312325, -3.6781883 40.4312325, -3.6785316 40.4315758, -3.678875 40.4315758, -3.6792183 40.4305458, -3.6797333 40.4303741, -3.6802483 40.4305458, -3.6805916 40.4308891, -3.6816216 40.4312325, -3.6819649 40.4322624, -3.6823082 40.4326057, -3.682394 40.4329491, -3.6821365 40.4331207, -3.6817074 40.4331207)))","MULTIPOLYGON (((-3.6859989 40.4332924, -3.6857414 40.4336357, -3.6852264 40.4338074, -3.6847115 40.4336357, -3.6843681 40.4332924, -3.6840248 40.4332924, -3.6838531 40.4338074, -3.6838531 40.434494, -3.6836815 40.435009, -3.6831665 40.4351807, -3.6817932 40.4351807, -3.6812782 40.4353523, -3.6809349 40.4363823, -3.6799049 40.4367256, -3.6795616 40.4370689, -3.6785316 40.4374123, -3.6781883 40.4377556, -3.6776733 40.4379272, -3.6771584 40.4377556, -3.676815 40.4367256, -3.6757851 40.4363823, -3.6754417 40.4353523, -3.6749268 40.4351807, -3.6742401 40.4351807, -3.6737251 40.435009, -3.6733818 40.433979, -3.6726952 40.4332924, -3.6716652 40.4329491, -3.6714935 40.4324341, -3.6716652 40.4319191, -3.6730385 40.4305458, -3.6735535 40.4303741, -3.6742401 40.4303741, -3.6747551 40.4302025, -3.6750984 40.4298592, -3.6756134 40.4296875, -3.6769867 40.4296875, -3.6775017 40.4295158, -3.677845 40.4284859, -3.678875 40.4281425, -3.6792183 40.4277992, -3.6797333 40.4276276, -3.6802483 40.4277992, -3.6805916 40.4281425, -3.6816216 40.4284859, -3.6819649 40.4295158, -3.6829948 40.4298592, -3.6836815 40.4305458, -3.6838531 40.4310608, -3.6838531 40.4317474, -3.6840248 40.4322624, -3.6845398 40.4324341, -3.6859131 40.4324341, -3.6864281 40.4326057, -3.6865139 40.4329491, -3.6859989 40.4332924)))"
CARREFOUR EXPRESS CEPSA LUSITANIA,AVENIDA DE LOS POBLADOS,28025,MADRID,COMUNIDAD DE MADRID,14.558362246992044,POINT (-3.725605600000001 40.3730163),"MULTIPOLYGON (((-3.7283993 40.3733826, -3.7279701 40.3735542, -3.7272835 40.3742409, -3.7269402 40.3752708, -3.7264252 40.3754425, -3.7259102 40.3752708, -3.7255669 40.3742409, -3.7252235 40.3742409, -3.7248802 40.3752708, -3.7245369 40.3752708, -3.7241936 40.3742409, -3.7236786 40.3740692, -3.7223053 40.3740692, -3.7217903 40.3738976, -3.7216187 40.3733826, -3.7217903 40.3728676, -3.7223053 40.3726959, -3.7250519 40.3726959, -3.7255669 40.3725243, -3.7257385 40.3720093, -3.7257385 40.3713226, -3.7259102 40.3708076, -3.7264252 40.370636, -3.7269402 40.3708076, -3.7272835 40.3718376, -3.7283134 40.3721809, -3.7290001 40.3728676, -3.7290859 40.3732109, -3.7288284 40.3733826, -3.7283993 40.3733826)))","MULTIPOLYGON (((-3.7318325 40.3740692, -3.7314034 40.3742409, -3.7296867 40.3759575, -3.7291718 40.3761292, -3.7284851 40.3761292, -3.7279701 40.3763008, -3.7276268 40.3766441, -3.7265968 40.3769875, -3.7262535 40.3773308, -3.7257385 40.3775024, -3.7236786 40.3775024, -3.7231636 40.3773308, -3.7228203 40.3763008, -3.7221336 40.3756142, -3.7211037 40.3752708, -3.7207603 40.3749275, -3.7202454 40.3747559, -3.7195587 40.3747559, -3.7190437 40.3745842, -3.7183571 40.3738976, -3.7181854 40.3733826, -3.7183571 40.3728676, -3.7188721 40.3726959, -3.7195587 40.3726959, -3.7200737 40.3725243, -3.7207603 40.3718376, -3.7211037 40.3708076, -3.7221336 40.3704643, -3.722477 40.370121, -3.7229919 40.3699493, -3.7235069 40.370121, -3.7238503 40.3704643, -3.7243652 40.370636, -3.7250519 40.370636, -3.7255669 40.3704643, -3.7259102 40.370121, -3.7264252 40.3699493, -3.7269402 40.370121, -3.7272835 40.3704643, -3.7277985 40.370636, -3.7298584 40.370636, -3.7303734 40.3708076, -3.730545 40.3713226, -3.730545 40.3720093, -3.7307167 40.3725243, -3.73106 40.3725243, -3.7314034 40.3721809, -3.7319183 40.3720093, -3.7324333 40.3721809, -3.732605 40.3726959, -3.732605 40.3733826, -3.7325191 40.3738976, -3.7322617 40.3740692, -3.7318325 40.3740692)))"
CARREFOUR EXPRESS MAIQUEZ,CALLE DE MAIQUEZ 44,28009,MADRID,COMUNIDAD DE MADRID,24.151032366187135,POINT (-3.6732646 40.4178185),"MULTIPOLYGON (((-3.6755276 40.4187012, -3.6742401 40.4187012, -3.6737251 40.4188728, -3.6735535 40.4193878, -3.6735535 40.4200745, -3.6733818 40.4205894, -3.6728668 40.4207611, -3.6723518 40.4205894, -3.6721802 40.4200745, -3.6721802 40.4193878, -3.6720085 40.4188728, -3.6714935 40.4187012, -3.6701202 40.4187012, -3.6696053 40.4185295, -3.6694336 40.4180145, -3.6696053 40.4174995, -3.6706352 40.4171562, -3.6709785 40.4161263, -3.6720085 40.4157829, -3.6723518 40.4154396, -3.6728668 40.4152679, -3.6735535 40.4152679, -3.6740685 40.4154396, -3.6754417 40.4168129, -3.6757851 40.4178429, -3.6761284 40.4181862, -3.6762142 40.4185295, -3.6759567 40.4187012, -3.6755276 40.4187012)))","MULTIPOLYGON (((-3.6789608 40.4193878, -3.6785316 40.4195595, -3.6781883 40.4199028, -3.6776733 40.4200745, -3.6769867 40.4200745, -3.6764717 40.4202461, -3.6757851 40.4209328, -3.6754417 40.4219627, -3.6749268 40.4221344, -3.6742401 40.4221344, -3.6737251 40.4223061, -3.6733818 40.4226494, -3.6728668 40.422821, -3.6721802 40.422821, -3.6716652 40.4226494, -3.6699486 40.4209328, -3.6689186 40.4205894, -3.6685753 40.4195595, -3.668232 40.4192162, -3.6680603 40.4187012, -3.6680603 40.4180145, -3.6678886 40.4174995, -3.6675453 40.4171562, -3.6675453 40.4168129, -3.6685753 40.4157829, -3.6689186 40.414753, -3.6694336 40.4145813, -3.6699486 40.414753, -3.6702919 40.4150963, -3.6708069 40.4152679, -3.6713219 40.4150963, -3.6723518 40.4140663, -3.6726952 40.4140663, -3.6730385 40.4144096, -3.6733818 40.4144096, -3.6737251 40.4140663, -3.6740685 40.4140663, -3.6750984 40.4150963, -3.6756134 40.4152679, -3.6776733 40.4152679, -3.6781883 40.4154396, -3.6781883 40.4157829, -3.6771584 40.4161263, -3.6771584 40.4164696, -3.6776733 40.4166412, -3.67836 40.4166412, -3.678875 40.4168129, -3.6792183 40.4178429, -3.6795616 40.4181862, -3.6797333 40.4187012, -3.6796474 40.4192162, -3.67939 40.4193878, -3.6789608 40.4193878)))"
CARREFOUR EXPRESS ANTONIO LÓPEZ 3,CALLE DE ANTONIO LÓPEZ 37,28019,MADRID,COMUNIDAD DE MADRID,19.804200981739726,POINT (-3.7117756 40.3960585),"MULTIPOLYGON (((-3.7146664 40.3974152, -3.7133789 40.3974152, -3.7128639 40.3975868, -3.7125206 40.3979301, -3.7120056 40.3981018, -3.7114906 40.3979301, -3.7104607 40.3969002, -3.7094307 40.3965569, -3.7094307 40.3962135, -3.709774 40.3958702, -3.709774 40.3955269, -3.708744 40.3951836, -3.7085724 40.3946686, -3.708744 40.3941536, -3.709259 40.3939819, -3.709774 40.3941536, -3.7101173 40.3944969, -3.7106323 40.3946686, -3.7111473 40.3944969, -3.7114906 40.3934669, -3.7120056 40.3932953, -3.7125206 40.3934669, -3.7126923 40.3939819, -3.7125206 40.3944969, -3.7121773 40.3948402, -3.7121773 40.3951836, -3.7126923 40.3953552, -3.7133789 40.3953552, -3.7138939 40.3955269, -3.7152672 40.3969002, -3.715353 40.3972435, -3.7150955 40.3974152, -3.7146664 40.3974152)))","MULTIPOLYGON (((-3.7174129 40.3987885, -3.7168121 40.3987885, -3.7162971 40.3989601, -3.7159538 40.3993034, -3.7154388 40.3994751, -3.7149239 40.3993034, -3.7145805 40.3989601, -3.7140656 40.3987885, -3.7135506 40.3989601, -3.7125206 40.3999901, -3.7120056 40.4001617, -3.7106323 40.4001617, -3.7101173 40.3999901, -3.7094307 40.3993034, -3.7090874 40.3982735, -3.7084007 40.3975868, -3.7073708 40.3972435, -3.7059975 40.3958702, -3.7058258 40.3953552, -3.7058258 40.3932953, -3.7059975 40.3927803, -3.7065125 40.3926086, -3.7071991 40.3926086, -3.7077141 40.392437, -3.7080574 40.3920937, -3.7085724 40.391922, -3.7099457 40.391922, -3.7104607 40.3917503, -3.710804 40.3907204, -3.7111473 40.3907204, -3.7114906 40.3910637, -3.711834 40.3910637, -3.7121773 40.3907204, -3.7126923 40.3905487, -3.7132072 40.3907204, -3.7135506 40.3917503, -3.7149239 40.3931236, -3.7159538 40.3934669, -3.7180138 40.3955269, -3.7181854 40.3960419, -3.7181854 40.3981018, -3.7180996 40.3986168, -3.7178421 40.3987885, -3.7174129 40.3987885)))"
CARREFOUR EXPRESS EUROPA,AVENIDA DE EUROPA,28023,MADRID,COMUNIDAD DE MADRID,15.170177581184483,POINT (-3.788063 40.445659),"MULTIPOLYGON (((-3.7901974 40.4454803, -3.7895966 40.4454803, -3.7890816 40.445652, -3.7890816 40.4459953, -3.7901115 40.4463387, -3.7902832 40.4468536, -3.7901115 40.4473686, -3.7890816 40.4477119, -3.7887383 40.4480553, -3.7882233 40.4482269, -3.7877083 40.4480553, -3.7859917 40.4463387, -3.7849617 40.4459953, -3.78479 40.4454803, -3.7849617 40.4449654, -3.7859917 40.444622, -3.7870216 40.4435921, -3.7875366 40.4434204, -3.7880516 40.4435921, -3.7883949 40.4439354, -3.7889099 40.4441071, -3.7902832 40.4441071, -3.7907982 40.4442787, -3.7909698 40.4447937, -3.790884 40.4453087, -3.7906265 40.4454803, -3.7901974 40.4454803)))","MULTIPOLYGON (((-3.7936306 40.4447937, -3.7932014 40.4449654, -3.7921715 40.4459953, -3.7911415 40.4463387, -3.7904549 40.4470253, -3.7901115 40.4480553, -3.7895966 40.4482269, -3.7875366 40.4482269, -3.7870216 40.4483986, -3.7866783 40.4487419, -3.7861633 40.4489136, -3.7854767 40.4489136, -3.7849617 40.4487419, -3.7846184 40.4477119, -3.7842751 40.4473686, -3.7839317 40.4463387, -3.7829018 40.4459953, -3.7827301 40.4454803, -3.7827301 40.4447937, -3.7829018 40.4442787, -3.7832451 40.4439354, -3.7835884 40.4429054, -3.7842751 40.4422188, -3.785305 40.4418755, -3.7856483 40.4415321, -3.7859917 40.4415321, -3.786335 40.4418755, -3.78685 40.4420471, -3.7875366 40.4420471, -3.7880516 40.4418755, -3.7883949 40.4415321, -3.7889099 40.4413605, -3.7894249 40.4415321, -3.7895966 40.4420471, -3.7895966 40.4427338, -3.7897682 40.4432487, -3.7901115 40.4432487, -3.7904549 40.4422188, -3.7911415 40.4415321, -3.7914848 40.4415321, -3.7918282 40.4425621, -3.7928581 40.4429054, -3.7932014 40.4432487, -3.7942314 40.4435921, -3.7944031 40.4441071, -3.7943172 40.444622, -3.7940598 40.4447937, -3.7936306 40.4447937)))"
CARREFOUR EXPRESS VÍCTOR DE LA SERNA,CALLE DE VÍCTOR DE LA SERNA 39,28016,MADRID,COMUNIDAD DE MADRID,22.777908606040416,POINT (-3.6722133 40.45724110000001),"MULTIPOLYGON (((-3.6743259 40.4580116, -3.6742401 40.4585266, -3.6740685 40.4590416, -3.6735535 40.4592133, -3.6728668 40.4592133, -3.6723518 40.4593849, -3.6720085 40.4597282, -3.6716652 40.4597282, -3.6706352 40.4586983, -3.6701202 40.4585266, -3.6694336 40.4585266, -3.6689186 40.4583549, -3.6687469 40.45784, -3.6689186 40.457325, -3.6699486 40.456295, -3.6702919 40.455265, -3.6709785 40.4545784, -3.6714935 40.4544067, -3.6720085 40.4545784, -3.6723518 40.4549217, -3.6733818 40.455265, -3.6737251 40.4556084, -3.6747551 40.4559517, -3.6749268 40.4564667, -3.6749268 40.4571533, -3.6748409 40.4576683, -3.6743259 40.4580116)))","MULTIPOLYGON (((-3.6777592 40.4580116, -3.6776733 40.4585266, -3.6775017 40.4590416, -3.6764717 40.4593849, -3.6761284 40.4597282, -3.6750984 40.4600716, -3.6747551 40.4604149, -3.6742401 40.4605865, -3.6735535 40.4605865, -3.6730385 40.4607582, -3.6726952 40.4617882, -3.6720085 40.4624748, -3.6714935 40.4626465, -3.6709785 40.4624748, -3.6692619 40.4607582, -3.668232 40.4604149, -3.6668587 40.4590416, -3.666687 40.4585266, -3.666687 40.45784, -3.6665154 40.457325, -3.666172 40.4569817, -3.6660004 40.4564667, -3.666172 40.4559517, -3.6668587 40.455265, -3.6678886 40.4549217, -3.6680603 40.4544067, -3.6680603 40.4537201, -3.668232 40.4532051, -3.6687469 40.4530334, -3.6692619 40.4532051, -3.6696053 40.4535484, -3.6701202 40.4537201, -3.6706352 40.4535484, -3.6709785 40.4532051, -3.6714935 40.4530334, -3.6742401 40.4530334, -3.6747551 40.4532051, -3.6750984 40.4542351, -3.6761284 40.4545784, -3.6763 40.4550934, -3.6763 40.45578, -3.6764717 40.456295, -3.6769867 40.4564667, -3.6776733 40.4564667, -3.6781883 40.4566383, -3.67836 40.4571533, -3.6782742 40.4576683, -3.6777592 40.4580116)))"
CARREFOUR EXPRESS RAMONET,CALLE DE AÑASTRO 14,28033,MADRID,COMUNIDAD DE MADRID,18.52077880300589,POINT (-3.663056 40.468642),"MULTIPOLYGON (((-3.6660862 40.4683113, -3.6658287 40.4686546, -3.6647987 40.468998, -3.6646271 40.4695129, -3.6646271 40.4701996, -3.6644554 40.4707146, -3.6641121 40.4707146, -3.6637688 40.4703712, -3.6627388 40.4700279, -3.6623955 40.468998, -3.6620522 40.468998, -3.6617088 40.4693413, -3.6613655 40.4693413, -3.6610222 40.4683113, -3.6606789 40.467968, -3.6606789 40.4676247, -3.6613655 40.466938, -3.6623955 40.4665947, -3.6627388 40.4662514, -3.6632538 40.4660797, -3.6637688 40.4662514, -3.6641121 40.4665947, -3.6651421 40.466938, -3.6654854 40.4672813, -3.6665154 40.4676247, -3.6666012 40.467968, -3.6660862 40.4683113)))","MULTIPOLYGON (((-3.6681461 40.4676247, -3.6680603 40.4681396, -3.6678886 40.4686546, -3.6675453 40.468998, -3.6673737 40.4695129, -3.6673737 40.4701996, -3.667202 40.4707146, -3.6668587 40.4710579, -3.6665154 40.4720879, -3.6654854 40.4724312, -3.6651421 40.4734612, -3.6647987 40.4734612, -3.6644554 40.4731178, -3.6639404 40.4729462, -3.6632538 40.4729462, -3.6627388 40.4727745, -3.6623955 40.4724312, -3.6613655 40.4720879, -3.6610222 40.4717445, -3.6605072 40.4715729, -3.6598206 40.4715729, -3.6593056 40.4714012, -3.6586189 40.4707146, -3.6584473 40.4701996, -3.6586189 40.4696846, -3.6596489 40.4693413, -3.6598206 40.4688263, -3.6598206 40.4681396, -3.6599922 40.4676247, -3.6603355 40.4672813, -3.6605072 40.4667664, -3.6605072 40.4653931, -3.6606789 40.4648781, -3.6617088 40.4645348, -3.6620522 40.4635048, -3.6625671 40.4633331, -3.6630821 40.4635048, -3.6634254 40.4638481, -3.6644554 40.4641914, -3.6647987 40.4645348, -3.6658287 40.4648781, -3.6668587 40.4659081, -3.6673737 40.4660797, -3.6680603 40.4660797, -3.6685753 40.4662514, -3.6687469 40.4667664, -3.6686611 40.4672813, -3.6681461 40.4676247)))"
CARREFOUR EXPRESS MONTESA,CALLE DE MONTESA 13,28006,MADRID,COMUNIDAD DE MADRID,26.758832978443074,POINT (-3.672436 40.42775),"MULTIPOLYGON (((-3.6736393 40.4291725, -3.6733818 40.4295158, -3.6726952 40.4302025, -3.6721802 40.4303741, -3.6716652 40.4302025, -3.6713219 40.4291725, -3.6702919 40.4288292, -3.6699486 40.4277992, -3.6696053 40.4274559, -3.6694336 40.4269409, -3.6696053 40.4264259, -3.6701202 40.4262543, -3.6708069 40.4262543, -3.6713219 40.4260826, -3.6716652 40.4257393, -3.6721802 40.4255676, -3.6728668 40.4255676, -3.6733818 40.425396, -3.6737251 40.4250526, -3.6740685 40.4250526, -3.6742401 40.4255676, -3.6742401 40.4269409, -3.6740685 40.4274559, -3.6730385 40.4277992, -3.6730385 40.4281425, -3.6740685 40.4284859, -3.6741543 40.4288292, -3.6736393 40.4291725)))","MULTIPOLYGON (((-3.6782742 40.4276276, -3.6769867 40.4276276, -3.6764717 40.4277992, -3.6764717 40.4281425, -3.6775017 40.4284859, -3.6775017 40.4288292, -3.6769867 40.4290009, -3.6763 40.4290009, -3.6757851 40.4291725, -3.6757851 40.4295158, -3.6761284 40.4298592, -3.6761284 40.4302025, -3.6740685 40.4322624, -3.6730385 40.4326057, -3.6726952 40.4329491, -3.6721802 40.4331207, -3.6716652 40.4329491, -3.6713219 40.4326057, -3.6702919 40.4322624, -3.6702919 40.4319191, -3.6706352 40.4315758, -3.6706352 40.4312325, -3.6701202 40.4310608, -3.6687469 40.4310608, -3.668232 40.4308891, -3.6680603 40.4303741, -3.6680603 40.4296875, -3.6678886 40.4291725, -3.6668587 40.4288292, -3.6668587 40.4284859, -3.6678886 40.4274559, -3.6680603 40.4269409, -3.6680603 40.4255676, -3.668232 40.4250526, -3.6687469 40.424881, -3.6694336 40.424881, -3.6699486 40.4247093, -3.6702919 40.4236794, -3.6708069 40.4235077, -3.6713219 40.4236794, -3.6716652 40.4240227, -3.6720085 40.4240227, -3.6723518 40.4229927, -3.6728668 40.422821, -3.6742401 40.422821, -3.6747551 40.4229927, -3.6750984 40.423336, -3.6761284 40.4236794, -3.676815 40.424366, -3.6771584 40.425396, -3.6775017 40.4257393, -3.6775017 40.4260826, -3.6764717 40.4264259, -3.6764717 40.4267693, -3.6769867 40.4269409, -3.67836 40.4269409, -3.678875 40.4271126, -3.6789608 40.4274559, -3.6787033 40.4276276, -3.6782742 40.4276276)))"
CARREFOUR EXPRESS ARTURO SORIA,CALLE DE ARTURO SORIA 330,28033,MADRID,COMUNIDAD DE MADRID,15.984743832415486,POINT (-3.666519 40.480178),"MULTIPOLYGON (((-3.6686611 40.4818726, -3.668232 40.4820442, -3.6678886 40.4823875, -3.6673737 40.4825592, -3.6653137 40.4825592, -3.6647987 40.4823875, -3.6646271 40.4818726, -3.6646271 40.4804993, -3.6647987 40.4799843, -3.6651421 40.479641, -3.6651421 40.4792976, -3.6647987 40.4789543, -3.6646271 40.4784393, -3.6647987 40.4779243, -3.6653137 40.4777527, -3.6680603 40.4777527, -3.6685753 40.4779243, -3.6687469 40.4784393, -3.6687469 40.479126, -3.6689186 40.479641, -3.6692619 40.4799843, -3.6694336 40.4804993, -3.6694336 40.4811859, -3.6693478 40.4817009, -3.6690903 40.4818726, -3.6686611 40.4818726)))","MULTIPOLYGON (((-3.672266 40.4799843, -3.6721802 40.4804993, -3.6721802 40.4811859, -3.6720085 40.4817009, -3.6714935 40.4818726, -3.6694336 40.4818726, -3.6689186 40.4820442, -3.6685753 40.4823875, -3.6680603 40.4825592, -3.666687 40.4825592, -3.666172 40.4827309, -3.6658287 40.4837608, -3.6653137 40.4839325, -3.6646271 40.4839325, -3.6641121 40.4841042, -3.6637688 40.4844475, -3.6632538 40.4846191, -3.6627388 40.4844475, -3.6623955 40.4834175, -3.6620522 40.4830742, -3.6620522 40.4827309, -3.6623955 40.4823875, -3.6625671 40.4818726, -3.6623955 40.4813576, -3.6620522 40.4810143, -3.6620522 40.4806709, -3.6623955 40.4803276, -3.6623955 40.4799843, -3.6613655 40.479641, -3.6613655 40.4792976, -3.6623955 40.4789543, -3.6623955 40.478611, -3.6620522 40.4782677, -3.6618805 40.4777527, -3.6618805 40.4763794, -3.6620522 40.4758644, -3.6625671 40.4756927, -3.6632538 40.4756927, -3.6637688 40.4758644, -3.6641121 40.4762077, -3.6644554 40.4762077, -3.6647987 40.4758644, -3.6653137 40.4756927, -3.666687 40.4756927, -3.667202 40.4755211, -3.6675453 40.4751778, -3.6680603 40.4750061, -3.6685753 40.4751778, -3.6692619 40.4758644, -3.6696053 40.4768944, -3.6706352 40.4772377, -3.6708069 40.4777527, -3.6706352 40.4782677, -3.6702919 40.478611, -3.6702919 40.4789543, -3.6708069 40.479126, -3.6713219 40.4789543, -3.6716652 40.478611, -3.6721802 40.4784393, -3.6726952 40.478611, -3.6728668 40.479126, -3.672781 40.479641, -3.672266 40.4799843)))"
CARREFOUR EXPRESS MANUEL BECERRA 4,PLAZA DE MANUEL BECERRA 15,28028,MADRID,COMUNIDAD DE MADRID,29.983596370471155,POINT (-3.6678629 40.4278505),"MULTIPOLYGON (((-3.6707211 40.4276276, -3.6702919 40.4277992, -3.6702919 40.4281425, -3.6706352 40.4284859, -3.6706352 40.4288292, -3.6702919 40.4291725, -3.6699486 40.4302025, -3.6694336 40.4303741, -3.6680603 40.4303741, -3.6675453 40.4302025, -3.667202 40.4298592, -3.666687 40.4296875, -3.6660004 40.4296875, -3.6654854 40.4295158, -3.6654854 40.4291725, -3.6658287 40.4288292, -3.666172 40.4277992, -3.666687 40.4276276, -3.6673737 40.4276276, -3.6678886 40.4274559, -3.6678886 40.4271126, -3.6673737 40.4269409, -3.666687 40.4269409, -3.666172 40.4267693, -3.666172 40.4264259, -3.666687 40.4262543, -3.6673737 40.4262543, -3.6678886 40.4260826, -3.668232 40.4250526, -3.6687469 40.424881, -3.6692619 40.4250526, -3.6696053 40.4260826, -3.6706352 40.4264259, -3.6713219 40.4271126, -3.6714077 40.4274559, -3.6711502 40.4276276, -3.6707211 40.4276276)))","MULTIPOLYGON (((-3.6736393 40.4291725, -3.6733818 40.4295158, -3.6730385 40.4298592, -3.6728668 40.4303741, -3.6728668 40.4310608, -3.6726952 40.4315758, -3.6721802 40.4317474, -3.6714935 40.4317474, -3.6709785 40.4319191, -3.6706352 40.4322624, -3.6702919 40.4322624, -3.6699486 40.4312325, -3.6694336 40.4310608, -3.6687469 40.4310608, -3.668232 40.4312325, -3.6678886 40.4322624, -3.6673737 40.4324341, -3.6668587 40.4322624, -3.6665154 40.4319191, -3.6660004 40.4317474, -3.6646271 40.4317474, -3.6641121 40.4315758, -3.6637688 40.4312325, -3.6634254 40.4312325, -3.6630821 40.4315758, -3.6627388 40.4315758, -3.6625671 40.4310608, -3.6625671 40.4296875, -3.6627388 40.4291725, -3.6630821 40.4288292, -3.6634254 40.4277992, -3.6644554 40.4274559, -3.6644554 40.4271126, -3.6634254 40.4267693, -3.6634254 40.4264259, -3.6637688 40.4260826, -3.6641121 40.4250526, -3.6647987 40.424366, -3.6653137 40.4241943, -3.6660004 40.4241943, -3.6665154 40.4240227, -3.6668587 40.4236794, -3.6678886 40.423336, -3.668232 40.4223061, -3.6687469 40.4221344, -3.6692619 40.4223061, -3.6694336 40.422821, -3.6694336 40.4235077, -3.6696053 40.4240227, -3.6701202 40.4241943, -3.6708069 40.4241943, -3.6713219 40.424366, -3.6716652 40.425396, -3.6721802 40.4255676, -3.6728668 40.4255676, -3.6733818 40.425396, -3.6737251 40.4250526, -3.6740685 40.4250526, -3.6742401 40.4255676, -3.6740685 40.4260826, -3.6730385 40.4264259, -3.6730385 40.4267693, -3.6740685 40.4271126, -3.6740685 40.4274559, -3.6735535 40.4276276, -3.6728668 40.4276276, -3.6723518 40.4277992, -3.6723518 40.4281425, -3.6728668 40.4283142, -3.6735535 40.4283142, -3.6740685 40.4284859, -3.6741543 40.4288292, -3.6736393 40.4291725)))"
